id,download_count,gutenberg_id,media_type,title
623,22,622,Text,The Letters of Robert Louis Stevenson — Volume 1
624,175,623,Text,"The Battle of the Books, and other Short Pieces"
625,520,624,Text,"Looking Backward, 2000 to 1887"
626,24,625,Text,Ponkapog Papers
627,38,626,Text,The Love of Books: The Philobiblon of Richard de Bury
628,54,627,Text,Essays of Travel
629,56,628,Dataset,The Square Root of 3
630,12,629,Dataset,The Square Root of 5
631,8,630,Dataset,The Square Root of 6
632,8,631,Dataset,The Square Root of 7
633,8,632,Dataset,The Square Root of 8
634,25,633,Text,"The Golden Mean or Ratio[(1+sqrt(5))/2]: To 20,000 places"
635,57,634,Text,Miscellaneous Mathematical Constants
636,22,635,Dataset,The Square Root of 10
637,139,636,Text,Memoirs of Extraordinary Popular Delusions — Volume 1
638,15,637,Text,The Letters of Robert Louis Stevenson — Volume 2
639,121,638,Text,An Outcast of the Islands
640,29,639,Text,"The God-Idea of the Ancients; Or, Sex in Religion"
641,213,640,Text,The Yellow Fairy Book
642,146,641,Text,The Violet Fairy Book
643,90,642,Text,The Altar of the Dead
644,32,643,Text,The Death of the Lion
645,89,644,Text,The Haunted Man and the Ghost's Bargain
646,232,645,Text,The Figure in the Carpet
647,406,646,Text,The Coral Island: A Tale of the Pacific Ocean
648,33,647,Text,The Dynamiter
649,51,648,Text,"Wild Wales: Its People, Language and Scenery"
750,25,749,Text,Barlaam and Ioasaph
650,12,649,Text,"Ancient Poems, Ballads, and Songs of the Peasantry of England"
651,144,650,Text,Pictures from Italy
652,263,651,Text,Phantasmagoria and Other Poems
653,308,652,Text,"Rasselas, Prince of Abyssinia"
655,206,654,Text,Grace Abounding to the Chief of Sinners
656,52,655,Text,Life and Letters of Robert Browning
657,6,656,Text,Life of Robert Browning
658,666,657,Text,The Anglo-Saxon Chronicle
659,45,658,Text,The Fall of Troy
660,46,659,Text,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant"
661,42,660,Text,The Gutenberg Webster's Unabridged Dictionary: Section A and B
662,26,661,Text,The Gutenberg Webster's Unabridged Dictionary: Section C
663,30,662,Text,The Gutenberg Webster's Unabridged Dictionary: Section D and E
664,24,663,Text,"The Gutenberg Webster's Unabridged Dictionary: Section F, G and H"
665,15,664,Text,"The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L"
666,32,665,Text,"The Gutenberg Webster's Unabridged Dictionary: Section M, N, and O"
667,36,666,Text,The Gutenberg Webster's Unabridged Dictionary: Section P and Q
668,62,667,Text,The Gutenberg Webster's Unabridged Dictionary: Section R
669,27,668,Text,The Gutenberg Webster's Unabridged Dictionary: Section S
670,92,669,Text,"The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W"
671,191,670,Text,"The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z"
672,42,671,Text,"Phil, the Fiddler"
673,31,672,Text,The Secret Guide to Computers
674,115,673,Text,The Gutenberg Webster's Unabridged Dictionary
675,445,674,Text,Plutarch: Lives of the noble Grecians and Romans
676,434,675,Text,American Notes
677,44,676,Text,The Battle of Life
679,36,678,Text,The Cricket on the Hearth: A Fairy Tale of Home
680,13,679,Text,Poems
681,41,680,Text,The Golden Threshold
682,25,681,Text,Creatures That Once Were Men
683,34,682,Text,Catalan's Constant [Ramanujan's Formula]
684,106,683,Text,The Compleat Angler
685,18,684,Text,Worldwide Effects of Nuclear War: Some Perspectives
686,518,685,Text,The Atomic Bombings of Hiroshima and Nagasaki
687,7,686,Text,"The Treaty of the European Union, Maastricht Treaty, 7th February, 1992"
688,65,687,Text,A Personal Record
689,44,688,Text,"The Goodness of St. Rocque, and Other Stories"
690,439,689,Text,The Kreutzer Sonata and Other Stories
599,228,598,Text,"Heimskringla; Or, The Chronicle of the Kings of Norway"
695,14,694,Text,Stories from Everybody's Magazine
696,18,695,Text,"Glaucus; Or, The Wonders of the Shore"
697,1424,696,Text,The Castle of Otranto
698,234,697,Text,The Light Princess
699,14,698,Text,Memoir of Fleeming Jenkin
700,303,699,Text,A Child's History of England
701,731,700,Text,The Old Curiosity Shop
702,106,701,Text,The King of the Golden River
703,5,702,Text,Somebody's Little Girl
704,16,703,Text,Lucasta
705,13,704,Text,The Mansion
706,14,705,Text,The Roadmender
707,169,706,Text,The Amateur Cracksman
708,95,707,Text,Raffles: Further Adventures of the Amateur Cracksman
709,496,708,Text,The Princess and the Goblin
710,128,709,Text,The Princess and Curdie
711,182,710,Text,"Love of Life, and Other Stories"
712,271,711,Text,Allan Quatermain
713,13,712,Text,"Thomas Jefferson, a Character Sketch"
714,84,713,Text,Memoirs of Extraordinary Popular Delusions — Volume 2
715,45,714,Text,The Bobbsey Twins in the Country
716,53,715,Text,The Moon Endureth: Tales and Fancies
717,9,716,Text,The Cruise of the Jasper B.
718,37,717,Text,Chita: A Memory of Last Island
719,152,718,Text,Tono-Bungay
720,9,719,Text,The Plays of W. E. Henley and R. L. Stevenson
721,116,720,Text,Almayer's Folly: A Story of an Eastern River
722,18,721,Text,The Birds' Christmas Carol
723,10,722,Text,"James Otis, the Pre-Revolutionist"
724,7,723,Text,"Henry James, Jr."
726,59,725,Text,Men of Invention and Industry
727,9,726,Text,A Psychological Counter-Current in Recent Fiction
728,10,727,Text,The Star-Spangled Banner
729,14,728,Text,Emile Zola
730,222,729,Text,"Hackers, Heroes of the Computer Revolution: Chapters 1 and 2"
731,3847,730,Text,Oliver Twist
732,1098,731,Text,History of the Decline and Fall of the Roman Empire — Volume 1
733,210,732,Text,History of the Decline and Fall of the Roman Empire — Volume 2
734,209,733,Text,History of the Decline and Fall of the Roman Empire — Volume 3
735,172,734,Text,History of the Decline and Fall of the Roman Empire — Volume 4
736,167,735,Text,History of the Decline and Fall of the Roman Empire — Volume 5
737,147,736,Text,History of the Decline and Fall of the Roman Empire — Volume 6
738,64,737,Text,The Bobbsey Twins at School
739,15,738,Text,The Puzzle of Dickens's Last Plot
740,6,739,Text,Henry Clay's Remarks in House and Senate
742,6,741,Text,Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution
743,9,742,Text,Editorials from the Hearst Newspapers
744,23,743,Text,"Thoughts on Man, His Nature, Productions and Discoveries: Interspersed with Some Particulars Respecting the Author"
745,59,744,Text,The Golden Mean
746,18,745,Dataset,One Divided by Pi (To 1 Million Digits)
747,103,746,Text,Burning Daylight
748,95,747,Text,Anomalies and Curiosities of Medicine
749,25,748,Text,The Brother of Daphne
751,17,750,Text,The High History of the Holy Graal
752,80,751,Text,The Autocrat of the Breakfast-Table
753,274,752,Text,A Young Girl's Diary
754,36,753,Text,Arizona Nights
755,436,754,Text,The Story of Mankind
756,109,755,Text,A Lady's Life in the Rocky Mountains
757,12,756,Text,Arizona Sketches
758,8,757,Text,"Fifty ""Bab"" Ballads: Much Sound and Little Sense"
759,17,758,StillImage,"LandSat Picture of Washington, DC"
760,8,759,Text,James Pethel
761,73,760,Text,Enoch Soames: A Memory of the Eighteen-Nineties
762,22,761,Text,A. V. Laider
763,18,762,Text,"British Airships, Past, Present, and Future"
764,12,763,Text,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama
765,99,764,Text,"Hans Brinker; Or, The Silver Skates"
766,123,765,Text,The Moon Pool
767,2987,766,Text,David Copperfield
768,340,767,Text,Agnes Grey
769,4881,768,Text,Wuthering Heights
770,348,769,Text,The Book of Tea
771,198,770,Text,The Story of the Treasure Seekers: Being the Adventures of the Bastable Children in Search of a Fortune
772,47,771,Text,Biographical Notes on the Pseudonymous Bells
773,16,772,Text,Moral Emblems
774,201,773,Text,"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories"
775,248,774,Text,Essays and Lectures
776,373,775,Text,When the Sleeper Wakes
777,18,776,Text,Hermione and Her Little Group of Serious Thinkers
778,12,777,Text,The Mastery of the Air
779,126,778,Text,Five Children and It
780,3122,779,Text,The Tragical History of Doctor Faustus: From the Quarto of 1604
781,150,780,Text,The War in the Air
782,123,781,Text,Sinking of the Titanic and Great Sea Disasters
783,361,782,Text,The Travels of Sir John Mandeville
784,75,783,Text,The Lost City
785,19,784,Text,Boyhood in Norway: Stories of Boy-Life in the Land of the Midnight Sun
887,14,886,Text,Letters from the Cape
693,13,692,Text,The Complete Works of James Whitcomb Riley — Volume 10
788,6,787,Text,The Man Between: An International Romance
789,162,788,Text,The Red One
790,9,789,Text,The Gathering of Brother Hilarius
791,986,790,Text,Lady Windermere's Fan
792,350,791,Text,The Princess
793,327,792,Text,"Wieland; Or, The Transformation: An American Tale"
794,50,793,Text,Aeroplanes and Dirigibles of War
796,32,795,Text,"Ballads and Lyrics of Old France, with Other Poems"
797,110,796,Text,La Chartreuse De Parme
798,16,797,Text,L'Abbesse De Castro
799,211,798,Text,Le rouge et le noir: chronique du XIXe siècle
800,47,799,Text,De la Terre à la Lune
801,68,800,Text,Le tour du monde en quatre-vingts jours
802,10,801,Text,Les Cenci
803,11,802,Text,Vittoria Accoramboni
804,11,803,Text,La Duchesse De Palliano
805,289,804,Text,A Sentimental Journey Through France and Italy
806,1898,805,Text,This Side of Paradise
807,36,806,Text,Philoktetes
808,323,807,Text,Hunted Down: The Detective Stories of Charles Dickens
809,251,808,Text,The Complete Plays of Gilbert and Sullivan
810,40,809,Text,Holiday Romance
811,51,810,Text,George Silverman's Explanation
812,225,811,Text,The Tragical History of Doctor Faustus: From the Quarto of 1616
813,5,812,Text,"Catalan's Constant to 1,500,000 Places"
814,57,813,Text,"Reminiscences of Tolstoy, by His Son"
815,17,814,Text,Hunting Sketches
816,2368,815,Text,Democracy in America — Volume 1
817,700,816,Text,Democracy in America — Volume 2
818,92,817,Text,"The Jargon File, Version 4.0.0, 24 Jul 1996"
819,8,818,Text,The Aeroplane Speaks
820,33,819,Text,The History of the Telephone
821,208,820,Text,Edison: His Life and Inventions
822,513,821,Text,Dombey and Son
823,8,822,Text,The Tarn of Eternity
824,4,823,Text,The Life of St. Declan of Ardmore
825,144,824,Text,Speeches: Literary and Social
827,6,826,Text,"Latin Vulgate, Esther: Liber Esther"
828,14,827,Text,"Latin Vulgate, Esther: Liber Esther"
829,18,828,Text,"Latin Vulgate, Daniel: Prophetia Danielis"
830,4907,829,Text,Gulliver's Travels into Several Remote Nations of the World
831,364,830,Text,The Argonautica
832,478,831,Text,Four Arthurian Romances
833,152,832,Text,Robin Hood
834,3338,833,Text,The Theory of the Leisure Class
835,1535,834,Text,The Memoirs of Sherlock Holmes
836,5,835,Text,"The Grey Brethren, and Other Fragments in Prose and Verse"
837,137,836,Text,The Phoenix and the Carpet
838,124,837,Text,The Story of the Amulet
839,9,838,Text,"Jasmin: Barber, Poet, Philanthropist"
840,160,839,Text,New Arabian Nights
841,108,840,Text,Lorna Doone: A Romance of Exmoor
842,54,841,Text,"Men, Women and Ghosts"
843,18,842,Text,Memoirs of Carwin the Biloquist (A Fragment)
844,16,843,Text,The Life of Francis Marion
846,11,845,Text,Poems of Henry Timrod; with Memoir
847,15,846,Text,The Life of General Francis Marion
848,347,847,Text,Lays of Ancient Rome
849,363,848,Text,The Black Arrow: A Tale of Two Roses
850,261,849,Text,The Idle Thoughts of an Idle Fellow
851,10,850,Text,Tom Grogan
852,1202,851,Text,Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson
853,2242,852,Text,Democracy and Education: An Introduction to the Philosophy of Education
854,8,853,Text,The Confutatio Pontificia
855,758,854,Text,A Woman of No Importance
856,39,855,Text,Clocks
857,30,856,Text,Dreams
858,18,857,Text,Evergreens
859,23,858,Text,Stage-Land
860,14,859,Text,Polly of the Circus
861,20,860,Text,Baby Mine
862,26,861,Text,The Dominion of the Air: The Story of Aerial Navigation
863,18,862,Text,Philosophy 4: A Story of Harvard University
864,2559,863,Text,The Mysterious Affair at Styles
865,141,864,Text,The Master of Ballantrae: A Winter's Tale
866,41,865,Text,Passing of the Third Floor Back
867,27,866,Text,The Cost of Kindness
868,14,867,Text,Mrs. Korner Sins Her Mercies
869,41,868,Text,The Philosopher's Joke
870,15,869,Text,"The Soul of Nicholas Snyders; Or, The Miser of Zandam"
871,16,870,Text,The Love of Ulrich Nebendahl
872,254,871,Text,"The Golden Sayings of Epictetus, with the Hymn of Cleanthes"
873,39,872,Text,Reprinted Pieces
874,209,873,Text,A House of Pomegranates
875,23,874,Text,A History of Aeronautics
876,63,875,Text,The Duchess of Padua
878,17,877,Text,Little Britain
879,8,878,Text,Yankee Gypsies
880,10,879,Text,The Boy Captives: An Incident of the Indian War of 1695
881,9,880,Text,My Garden Acquaintance
882,24,881,Text,Lemorne Versus Huell
883,490,882,Text,"Sketches by Boz, Illustrative of Every-Day Life and Every-Day People"
884,1049,883,Text,Our Mutual Friend
885,77,884,Text,Memoirs of Extraordinary Popular Delusions — Volume 3
886,2426,885,Text,An Ideal Husband
787,2792,786,Text,Hard Times
890,68,889,Text,Two Years in the Forbidden City
891,313,890,Text,History of the Decline and Fall of the Roman Empire — Volume 1
892,60,891,Text,History of the Decline and Fall of the Roman Empire — Volume 2
893,103,892,Text,History of the Decline and Fall of the Roman Empire — Volume 3
894,60,893,Text,History of the Decline and Fall of the Roman Empire — Volume 4
895,54,894,Text,History of the Decline and Fall of the Roman Empire — Volume 5
897,15,896,Text,"The Jubilee of the Constitution: Delivered at New York, April 30, 1839, Before the New York Historical Society"
898,127,897,Text,The Rose and the Ring
899,55,898,Text,The Lesson of the Master
900,20,899,Text,"Wonderful Balloon Ascents; Or, The Conquest of the Skies: A History of Balloons and Balloon Voyages"
901,16,900,Text,History of the Decline and Fall of the Roman Empire — Volume 3 — Folio format
902,446,901,Text,The Jew of Malta
903,1892,902,Text,"The Happy Prince, and Other Tales"
904,392,903,Text,The White Company
905,81,904,Text,Her Father's Daughter
906,11,905,Text,Within the Law: From the Play of Bayard Veiller
907,21,906,Text,Abraham Lincoln
909,47,908,Text,Treatise on Parents and Children
910,17,909,Text,The Adventures of Col. Daniel Boon: Containing a Narrative of the Wars of Kentucke
911,1294,910,Text,White Fang
912,38,911,Text,Tales of the Fish Patrol
913,65,912,Text,Mudfog and Other Sketches
914,247,913,Text,A Hero of Our Time
915,171,914,Text,The Uncommercial Traveller
916,13,915,Text,Library Work with Children
917,20,916,Text,Sketches of Young Couples
918,310,917,Text,Barnaby Rudge: A Tale of the Riots of 'Eighty
919,17,918,Text,Sketches of Young Gentlemen
920,104,919,Text,Ethics — Part 1
921,47,920,Text,Ethics — Part 2
922,1230,921,Text,De Profundis
923,18,922,Text,Sunday Under Three Heads
924,35,923,Text,A Sketch of the Life of Brig. Gen. Francis Marion and a History of His Brigade
925,55,924,Text,To Be Read at Dusk
927,154,926,Text,"Ten Thousand Dreams Interpreted; Or, What's in a Dream: A Scientific and Practical Exposition"
928,47,927,Text,The Lamplighter
929,110,928,Text,Alice's Adventures in Wonderland: HTML Edition
930,46,929,Text,The Real Cyberpunk Fakebook
931,68,930,Text,"The Cook's Decameron: A Study in Taste, Containing over Two Hundred Recipes for Italian Dishes"
932,28,931,Text,The Bab Ballads
933,1393,932,Text,The Fall of the House of Usher
934,10,933,Text,More Bab Ballads
935,11,934,Text,Songs of a Savoyard
936,420,935,Text,Self Help; with Illustrations of Conduct and Perseverance
937,18,936,Text,The Village Watch-Tower
938,9,937,Text,"Poems: Patriotic, Religious, Miscellaneous"
939,22,938,Text,Good Indian
940,14,939,Text,"The Life of Thomas Telford, Civil Engineer: With an Introductory History of Roads and Travelling in Great Britain"
941,1004,940,Text,The Last of the Mohicans; A narrative of 1757
942,49,941,Text,Just Folks
943,109,942,Text,Green Mansions: A Romance of the Tropical Forest
944,139,943,Text,Misalliance
945,460,944,Text,The Voyage of the Beagle
946,15,945,Text,Dust
947,791,946,Text,Lady Susan
948,52,947,Text,"The Life of Horatio, Lord Nelson"
949,48,948,Text,Ethics — Part 3
950,50,949,Text,"Tom Swift and His Submarine Boat; Or, Under the Ocean for Sunken Treasure"
951,49,950,Text,"Tom Swift and His Electric Runabout; Or, The Speediest Car on the Road"
952,26,951,Text,"Tom Swift and His Sky Racer; Or, The Quickest Flight on Record"
953,35,952,Text,"Tom Swift and His Air Glider; Or, Seeking the Platinum Treasure"
954,40,953,Text,"Tom Swift and His Big Tunnel; Or, The Hidden City of the Andes"
955,40,954,Text,"Tom Swift and His War Tank; Or, Doing His Bit for Uncle Sam"
956,182,955,Text,The Patchwork Girl of Oz
957,147,956,Text,Tik-Tok of Oz
958,175,957,Text,The Scarecrow of Oz
960,152,959,Text,The Lost Princess of Oz
961,104,960,Text,"The Tin Woodman of Oz: A Faithful Story of the Astonishing Adventure Undertaken by the Tin Woodman, Assisted by Woot the Wanderer, the Scarecrow of Oz, and Polychrome, the Rainbow's Daughter"
962,166,961,Text,"Glinda of Oz: In Which Are Related the Exciting Experiences of Princess Ozma of Oz, and Dorothy, in Their Hazardous Journey to the Home of the Flatheads, and to the Magic Isle of the Skeezers, and How They Were Rescued from Dire Peril by the Sorcery of Glinda the Good"
963,42,962,Text,The Poems of Henry Kendall: With Biographical Note by Bertram Stevens
