id,birth_year,death_year,name
663,1710,1768,"Fielding, Sarah"
664,1835,1902,"Butler, Samuel"
665,1863,1941,"Seward, A. C. (Albert Charles)"
666,1871,1932,"MacGrath, Harold"
667,,1899,"Kountz, William J."
668,1880,1936,"Reeve, Arthur B. (Arthur Benjamin)"
669,1813,1894,"Cooper, Susan Fenimore"
670,1751,1816,"Sheridan, Richard Brinsley"
671,1844,1924,"France, Anatole"
672,1803,1886,"Bancroft, Elizabeth Davis"
673,1780,1831,"Clausewitz, Carl von"
674,,,Gildas
675,1863,,"Severy, Melvin L. (Melvin Linwood)"
676,1814,1880,"Chapin, E. H. (Edwin Hubbell)"
677,1554,1586,"Sidney, Philip"
678,,,"Nennius, active 796"
679,-384,-322,Aristotle
680,1639,1699,"Racine, Jean"
681,,,"Field, Ellen Robena"
682,,,"Perdue, Mitzi"
683,1953,,"Stallman, Richard"
684,1892,1927,"Akutagawa, Ryunosuke"
685,1859,1935,"Adams, Andy"
686,1875,,"Wurdz, Gideon"
687,1558,1623,"Hentzner, Paul"
688,1563,1635,"Naunton, Robert, Sir"
689,1844,1900,"Nietzsche, Friedrich Wilhelm"
690,1894,1963,"Huxley, Aldous"
691,1806,1861,"Browning, Elizabeth Barrett"
692,1898,1963,"Lewis, C. S. (Clive Staples)"
693,1881,1975,"Wodehouse, P. G. (Pelham Grenville)"
694,,1874,"Sands, George W."
695,1879,1957,"Crofts, Freeman Wills"
696,1868,1947,"Lowndes, Marie Belloc"
697,1882,1928,"Hopwood, Avery"
698,1878,1952,"Farnol, Jeffery"
699,1839,1919,"Niemann, August"
700,1622,1673,Molière
701,1870,1956,"Ellis, J. Breckenridge (John Breckenridge)"
702,1869,1919,"King, L. W. (Leonard William)"
703,1881,1965,"Farjeon, Eleanor"
704,1862,1949,"Maeterlinck, Maurice"
705,1821,1893,"Baker, Samuel White, Sir"
706,1785,1859,"De Quincey, Thomas"
707,1838,1918,"Adams, Henry"
708,1834,1928,"Depew, Chauncey M. (Chauncey Mitchell)"
709,1778,1830,"Hazlitt, William"
710,,,"Hawkins, Walter"
711,1803,1876,"Brownson, Orestes Augustus"
712,1815,1882,"Dana, Richard Henry"
713,1833,1919,"Smith, George"
714,1889,1928,"Byrne, Donn"
715,1760,1844,"Beckford, William"
716,1631,1700,"Dryden, John"
717,1873,1962,"Garis, Howard Roger"
718,1878,1945,"Ossendowski, Ferdynand Antoni"
719,1870,1944,"Lincoln, Joseph Crosby"
720,1856,1934,"Pinches, Theophilus G. (Theophilus Goldridge)"
721,1867,1940,"Benson, E. F. (Edward Frederic)"
722,1818,1897,"Burckhardt, Jacob"
723,1845,1935,"Giles, Herbert Allen"
724,1786,1864,"Lamothe-Langon, Etienne-Léon, baron de"
725,1868,1938,"Lucas, E. V. (Edward Verrall)"
726,365,427,"Tao, Qian"
727,1722,1803,"Adams, Samuel"
728,1813,1893,"Smith, William"
729,1868,,"Hutton, J. E. (Joseph Edmund)"
730,,,Faxian
731,1737,1814,"Saint-Pierre, Bernardin de"
732,1478,1535,"More, Thomas, Saint"
733,-484,-430,Herodotus
734,1814,1873,"Mühlbach, L. (Luise)"
735,1837,1909,"Swinburne, Algernon Charles"
736,,,"O'Reilly, A. J. (Augustine J.)"
737,1736,1832,"Bray, William"
738,1827,1905,"Wallace, Lew"
739,1855,1931,"Moore, Frank Frankfort"
740,1721,1771,"Smollett, T. (Tobias)"
741,1886,1945,"Burke, Thomas"
742,1869,1940,"Goldman, Emma"
743,,1941,"Barbour, A. Maynard (Anna Maynard)"
744,1729,1797,"Burke, Edmund"
745,,,"Rohner, Gerold K."
746,1723,1792,"Reynolds, Joshua, Sir"
747,1733,1813,"Wieland, Christoph Martin"
748,1875,1926,"Rilke, Rainer Maria"
749,1839,1889,"Anzengruber, Ludwig"
750,1781,1831,"Arnim, Ludwig Achim, Freiherr von"
751,1879,1940,"Ralphson, G. Harvey (George Harvey)"
752,1867,1933,"Galsworthy, John"
753,1804,1876,"Sand, George"
754,1850,1923,"Loti, Pierre"
755,,1632,"Basile, Giambattista"
756,,,Human Genome Project
757,,,"Webster, John"
758,1838,1888,"Roe, Edward Payson"
759,,1618,"Raleigh, Walter"
760,1867,1931,"Bennett, Arnold"
761,1770,1835,"Hogg, James"
762,1828,1906,"Ibsen, Henrik"
763,1824,1893,"Larcom, Lucy"
764,1840,1913,"Ball, Robert S. (Robert Stawell)"
765,1825,1864,"Procter, Adelaide Anne"
766,1848,1908,"Harris, Joel Chandler"
767,1849,1925,"Allen, James Lane"
768,1832,1908,"Busch, Wilhelm"
769,1843,1914,"Lee, Robert E. (Robert Edward)"
770,1872,1966,"Cory, David"
771,1812,1902,"Rawlinson, George"
772,1847,1917,"Evans, Christopher"
773,1915,1998,"Smith, Jewell Ellen"
774,1870,1922,"Childers, Erskine"
775,1855,1902,"Palmer, Alice Freeman"
776,1871,1967,"Converse, Florence"
777,1841,1935,"Holmes, Oliver Wendell"
778,1836,1884,"Brame, Charlotte M."
779,1856,1915,"Washington, Booker T."
780,1778,1842,"Brentano, Clemens"
781,1830,1871,"Mowry, Sylvester"
782,1873,1945,"Glasgow, Ellen Anderson Gholson"
783,1833,1896,"Hamilton, Gail"
784,1859,1923,"Thayer, William Roscoe"
785,1857,1945,"Deland, Margaret Wade Campbell"
786,1877,1963,"Henderson, Archibald"
787,1872,1942,"Terhune, Albert Payson"
788,1858,1923,"James, George Wharton"
789,1881,1972,"Colum, Padraic"
790,1875,1935,"MacCaffrey, James"
791,1880,1968,"Keller, Helen"
792,1839,1894,"Pater, Walter"
793,1821,1890,"Burton, Richard Francis, Sir"
794,1782,1854,"Marbot, Jean-Baptiste-Antoine-Marcelin, baron de"
795,1883,1946,"Williams, Valentine"
796,1685,1732,"Gay, John"
797,1741,1821,"Piozzi, Hester Lynch"
798,1688,1744,"Pope, Alexander"
799,1864,1955,"Sherwood, Margaret Pollock"
800,1825,1892,"Bates, Henry Walter"
801,1826,1907,"Ross, Edmund G. (Edmund Gibson)"
802,1846,1917,"Linn, William Alexander"
803,1694,1778,Voltaire
804,1856,1940,"Flipper, Henry Ossian"
805,,1555,"Latimer, Hugh"
806,1843,1920,"Pérez Galdós, Benito"
807,1864,1950,"Hichens, Robert"
808,1803,1870,"Mérimée, Prosper"
809,1818,1883,"Turgenev, Ivan Sergeevich"
810,1840,,"Christophe, Jules François"
811,1835,1896,"Cerfberr, Anatole"
812,1829,1899,"Cherbuliez, Victor"
813,,,"Darlington, Edgar B. P."
814,1870,1946,"Grayson, David"
815,1938,,"Nadin, Mihai"
816,,,"Long, Helen Beecher"
817,1894,1981,"Sangster, Margaret E. (Margaret Elizabeth)"
818,1795,1821,"Keats, John"
819,,,"Sherrick, Fannie Isabel"
820,1874,1945,"Baring, Maurice"
821,1880,1946,"Kane, William T. (William Terence)"
822,1787,1855,"Mitford, Mary Russell"
823,1851,1897,"Drummond, Henry"
824,1877,1962,"Hesse, Hermann"
825,1861,1941,"Tagore, Rabindranath"
826,1832,1918,"Bancroft, Hubert Howe"
827,1823,1901,"Yonge, Charlotte M. (Charlotte Mary)"
828,1916,2006,"Bone, Jesse F. (Jesse Franklin)"
829,1850,1935,"Chamberlain, Basil Hall"
830,1818,1878,"Prentiss, E. (Elizabeth)"
831,1828,1909,"McClure, Alexander K. (Alexander Kelly)"
832,,,Patañjali
833,,,"Mason, Amelia Gere"
834,1823,1913,"Wallace, Alfred Russel"
835,,,"Sumanaru, Simona"
836,1849,1928,"Gosse, Edmund"
837,1606,1684,"Corneille, Pierre"
838,1883,1956,"Mulford, Clarence Edward"
839,1828,1897,"Oliphant, Mrs. (Margaret)"
840,1802,1864,"Morris, George Pope"
841,-450,-388,Aristophanes
842,,,"Walker, H. Wilfrid"
843,1875,1956,"Bentley, E. C. (Edmund Clerihew)"
844,1828,1893,"Taine, Hippolyte"
845,1600,1681,"Calderón de la Barca, Pedro"
846,1785,1863,"Grimm, Jacob"
847,1786,1859,"Grimm, Wilhelm"
848,1861,,"Gardner, William"
849,,,"Judy, J. M."
850,1879,1970,"Forster, E. M. (Edward Morgan)"
851,,,"Greenwood, William"
852,1820,1891,"Sherman, William T. (William Tecumseh)"
853,1862,1922,"Bangs, John Kendrick"
854,1872,1962,"Stevenson, Burton Egbert"
855,1860,1923,"Wood, Eugene"
856,1667,1735,"Arbuthnot, John"
857,1672,1729,"Steele, Richard, Sir"
858,1838,1928,"Trevelyan, George Otto"
859,1864,1947,"Wood, William Charles Henry"
860,1871,1922,"Proust, Marcel"
861,1831,1888,"Sheridan, Philip Henry"
862,1758,1826,"Pinkerton, John"
863,1729,1781,"Lessing, Gotthold Ephraim"
864,1726,1794,"Trenck, Friedrich, Freiherr von der"
865,1829,1900,"Warner, Charles Dudley"
866,1882,1954,"Durham, Andrew Everett"
867,1830,1886,"Dickinson, Emily"
868,121,180,"Marcus Aurelius, Emperor of Rome"
869,1875,1932,"Wallace, Edgar"
870,,,"Carr, Annie Roe"
871,1863,1942,"Atkinson, Eleanor"
872,1860,1948,"Wrong, George McKinnon"
873,1771,1848,"Zschokke, Heinrich"
874,1877,,"Howland, Harold"
875,1866,1959,"Richmond, Grace S. (Grace Smith)"
876,1739,1810,"Edwards, Thomas"
877,1817,1906,"Kirby, William"
878,1917,,"Moldeven, Meyer"
879,1846,1929,"McElroy, John"
880,1844,1924,"Sidney, Margaret"
881,1873,1939,"Ford, Ford Madox"
882,1854,1927,"Burnham, Clara Louise"
883,1842,1912,"May, Karl"
884,,,"Penrose, Margaret"
885,1848,1876,"Botev, Khristo"
886,1672,1719,"Addison, Joseph"
887,1789,1854,"Pellico, Silvio"
888,1874,1927,"Ollivant, Alfred"
889,1859,1950,"Bacheller, Irving"
890,1611,1677,"Harrington, James"
891,1830,1885,"Jackson, Helen Hunt"
892,1860,1951,"Cahan, Abraham"
893,1832,1902,"Henty, G. A. (George Alfred)"
894,1860,1940,"Garland, Hamlin"
895,1842,1924,"Plunkitt, George Washington"
896,61,,"Pliny, the Younger"
897,1882,1941,"Joyce, James"
898,1568,1639,"Campanella, Tommaso"
899,1861,1947,"Saunders, Marshall"
900,1851,1931,"Uzanne, Octave"
901,1848,1926,"Robida, Albert"
902,,,"Gonzales, Manoel, Don"
903,1777,1843,"La Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de"
904,1878,1941,"Skelton, Oscar D. (Oscar Douglas)"
905,1865,1916,"Lopes Neto, J. Simões (João Simões)"
906,1797,1856,"Heine, Heinrich"
907,37,,"Josephus, Flavius"
908,1846,1916,"Sienkiewicz, Henryk"
909,1871,1930,"Post, Melville Davisson"
910,1805,1882,"Ainsworth, William Harrison"
911,1859,1932,"Hume, Fergus"
912,1853,,"Allen, Emory Adams"
913,,,"Lydgate, John"
914,1862,1942,"Wells, Carolyn"
915,1813,1863,"Hebbel, Friedrich"
916,1872,1919,"Moorman, F. W. (Frederic William)"
917,1886,1927,"Ball, Hugo"
918,1850,1921,"Vazov, Ivan Minchov"
919,1869,1963,"Hichborn, Franklin"
920,1874,1932,"Fleming, Walter L. (Walter Lynwood)"
921,1884,1962,"Buck, Solon J. (Solon Justus)"
922,1873,1940,"Thompson, Holland"
923,1872,1959,"Bojer, Johan"
924,1803,1882,"Emerson, Ralph Waldo"
925,1714,1740,"Zäunemann, Sidonia Hedwig"
926,1850,1934,"Thanet, Octave"
927,1840,1880,"Fleming, May Agnes"
928,1725,1798,"Casanova, Giacomo"
929,1861,1937,"Paine, Albert Bigelow"
930,1882,1967,"Ferguson, W. B. M. (William Blair Morton)"
931,,,"Pretty, Francis"
932,1851,1928,"Jones, Henry Festing"
933,56,117,"Tacitus, Cornelius"
934,1951,,"Ian, Janis"
935,1870,1931,"Johnson, Allen"
936,1856,1918,"Emerson, Willis George"
937,,,"Narayanan, A. R."
938,,,"Bursey, John"
939,1878,1951,"Ogg, Frederic Austin"
940,1873,1957,"Richardson, Dorothy M. (Dorothy Miller)"
941,1874,1963,"Frost, Robert"
942,1820,1900,"Hale, Lucretia P. (Lucretia Peabody)"
943,1869,1945,"Farrand, Max"
944,1857,1923,"Hough, Emerson"
945,1842,1919,"Macy, Jesse"
946,1868,1958,"Moody, John"
947,1870,1949,"Hendrick, Burton Jesse"
948,1873,1922,"Orth, Samuel Peter"
949,1884,1915,"Flecker, James Elroy"
950,1851,1925,"Ford, Henry Jones"
951,1871,1934,"Shepherd, William R. (William Robert)"
952,1856,1927,"Fisher, Sydney George"
953,1858,1919,"Harben, Will N. (Will Nathaniel)"
954,1817,1903,"Mommsen, Theodor"
955,1876,1947,"Huntington, Ellsworth"
956,1891,,"Beach, Lewis"
957,1888,,"Goodman, Edward"
958,1880,1958,"Moeller, Philip"
959,1885,1972,"Gerstenberg, Alice"
960,1882,1939,"Skinner, Constance Lindsay"
961,1873,1956,"De la Mare, Walter"
962,1887,1920,"Reed, John"
963,1873,1945,"Becker, Carl L. (Carl Lotus)"
964,1873,1933,"Hulbert, Archer Butler"
965,1871,1925,"Paine, Ralph Delahaye"
966,1815,1897,"Legge, James"
967,1807,1885,"Thébaud, Augustus J."
968,1692,1752,"Butler, Joseph"
969,1866,1942,"Barry, John D. (John Daniel)"
970,1869,1946,"Neilson, William Allan"
971,1737,1794,"Raspe, Rudolf Erich"
972,1830,1914,"Heyse, Paul"
973,1876,1932,"Fish, Carl Russell"
974,1817,1880,"Taylor, Tom"
975,,1948,"Pedler, Margaret"
976,1837,1921,"Burroughs, John"
977,1880,,"Floyd, Juanita Helm"
978,1884,1956,"Liber, Maurice"
979,,,"Ward, Grady"
980,1588,1679,"Hobbes, Thomas"
981,,,"Honig, Winfried"
982,1471,1528,"Dürer, Albrecht"
983,,,Militia of Mercy (U.S.). Gift Book Committee
984,1850,1919,"Wilcox, Ella Wheeler"
985,1863,1938,"Pyle, Katharine"
986,1860,1937,"Connor, Ralph"
987,1850,1907,"Maclaren, Ian"
988,1858,1920,"Edwards, Owen Morgan, Sir"
989,1880,1959,"Stead, Robert J. C."
990,1872,1944,"Wright, Harold Bell"
991,1764,1823,"Radcliffe, Ann Ward"
992,1831,1913,"White, William Hale"
993,1834,1867,"Ward, Artemus"
994,1827,1864,"Speke, John Hanning"
995,1878,1963,"Corwin, Edward Samuel"
996,1849,1887,"Lazarus, Emma"
997,354,430,"Augustine, Saint, Bishop of Hippo"
998,1723,1790,"Smith, Adam"
999,1873,1937,"Earls, Michael"
1000,1894,1982,"Hargrave, John"
1001,1871,1938,"McDougall, William"
1002,1863,1929,"Hose, Charles"
1003,1869,1953,"Jenks, Albert Ernest"
1004,1818,1904,"Nadaillac, Jean-François-Albert du Pouget, marquis de"
1005,,,"Paes, Domingos, active 16th century"
1006,,,"Nunes, Fernão, active 16th century"
1007,1845,1925,"Sewell, Robert"
1008,1873,1970,"Gillmore, Inez Haynes"
1009,1843,1909,"Stoddard, Charles Warren"
1010,1873,1948,"Irwin, Will"
1011,1889,1934,"Hemphill, Vivia"
1012,1864,1950,"Moore, J. Hampton (Joseph Hampton)"
1013,1877,1962,"Gibbs, Philip"
1014,1875,1929,"Scott, Leroy"
1015,1814,1887,"Wood, Henry, Mrs."
1016,1876,1910,"Liljencrantz, Ottilie A. (Ottilia Adelina)"
1017,1796,1867,"Bulfinch, Thomas"
1018,-551,-479,Confucius
1019,1633,1703,"Pepys, Samuel"
1020,,1580,"Camões, Luís de"
1021,,1586,"Bigges, Walter"
1022,,,"Haies, Edward, active 1580"
1023,1804,1857,"Sue, Eugène"
1024,1694,1773,"Chesterfield, Philip Dormer Stanhope, Earl of"
1025,1860,1954,"Perry, Bliss"
1026,1872,1928,"Amundsen, Roald"
1027,1838,1922,"Bryce, James Bryce, Viscount"
1028,1862,,"Donnell, Annie Hamilton"
1029,1846,1881,"Clarke, Marcus Andrew Hislop"
1030,1836,1926,"Holley, Marietta"
1031,1809,1898,"Gladstone, W. E. (William Ewart)"
1032,1864,1960,"Voynich, E. L. (Ethel Lillian)"
1033,1866,1912,"Slaveikov, Pencho P."
1034,,,Francis H. Leggett & Co.
1035,1846,1918,"Tyrrell, Chas. A. (Charles Alfred)"
1036,1886,1965,"Cohen, Josef"
1037,1821,1910,"Eddy, Mary Baker"
1038,1843,1912,"Furphy, Joseph"
1039,1867,1939,"Wilson, Harry Leon"
1040,1884,1941,"Walpole, Hugh, Sir"
1041,1880,,"Inchfawn, Fay"
1042,1861,1913,"Johnson, E. Pauline"
1043,1784,1862,"Knowles, James Sheridan"
1044,1876,1923,"Jenkins, Herbert George"
1045,,1616,"Hakluyt, Richard"
1046,1862,,"Legros, Georges Victor"
1047,1884,1940,"Gatlin, Dana"
1048,1865,1937,"Perkins, Lucy Fitch"
1049,1832,1887,"Hughes, John Ceiriog"
1050,1865,1959,"Housman, Laurence"
1051,1869,1944,"Leacock, Stephen"
1052,,1833,"Tench, Watkin"
1053,1863,1930,"Bok, Edward William"
1054,1817,1875,"Carboni, Raffaello"
1055,,,"Herr, Charles J."
1056,,,"Hiestand, Orville O."
1057,1618,1667,"Cowley, Abraham"
1058,1769,1834,"Bourrienne, Louis Antoine Fauvelet de"
1059,1778,1845,"Wairy, Louis Constant"
1060,1533,1592,"Montaigne, Michel de"
1061,1878,1936,"Field, Salisbury"
1062,1888,1963,"Stevens, Doris"
1063,,,"Fuller, Hamilton Brock"
1064,1865,1945,"Ray, Anna Chapin"
1065,1870,1911,"Tressell, Robert"
1066,1868,1952,"Cross, Victoria"
1067,1835,1908,"Guthrie, William"
1068,1825,1907,"Holmes, Mary Jane"
1069,1870,1928,"Manners, J. Hartley"
1070,1854,1941,"Frazer, James George"
1071,1837,1924,"Ward, Adolphus William, Sir"
1072,1876,1947,"Keim, Albert"
1073,1872,1923,"Lumet, Louis"
1074,1814,1867,"Hamilton, James"
1075,1880,1966,"Norris, Kathleen Thompson"
1076,,,"Knight, W. H. (William Henry)"
1077,,1942,"Hamilton, Cosmo"
1078,,,"De Forest, Norman L."
1079,1838,1898,"Mackenzie, Alexander"
1080,1862,1921,"Barclay, Florence L. (Florence Louisa)"
1081,,,"Bamford, Mary E. (Mary Ellen)"
1082,1856,1931,"Harris, Frank"
1083,1866,1945,"Bindloss, Harold"
1084,1857,1914,"Lewis, Alfred Henry"
1085,1874,1954,"Ives, Charles"
1086,1825,1898,"Meyer, Conrad Ferdinand"
1087,1887,,"Angellotti, Marion Polk"
1088,1868,1935,"Rudd, Steele"
1089,1871,1935,"Stone, Louis"
1090,1848,,"Johnson, J. C. F. (Joseph Colin Frances)"
1091,1839,1902,"Cist, Henry Martyn"
1092,1811,1886,"Liszt, Franz"
1093,1828,1882,"Rossetti, Dante Gabriel"
1094,,1637,"Jonson, Ben"
1095,1731,1800,"Cowper, William"
1096,1826,1902,"Dufferin and Ava, Frederick Temple Blackwood, Marquis of"
1097,1820,1890,"Boucicault, Dion"
1098,1859,1898,"Pedley, Ethel C."
1099,1874,1955,"Wason, Robert Alexander"
1100,1851,1911,"Williams, Rufus P. (Rufus Phillips)"
1101,,,"Poland, Addison B."
1102,1855,1916,"Haaren, John H. (John Henry)"
1103,1313,1375,"Boccaccio, Giovanni"
1104,1870,1946,"Richardson, Henry Handel"
1105,1862,1940,"Osborne, Oliver T. (Oliver Thomas)"
1106,1872,1924,"Daviess, Maria Thompson"
1107,1862,1932,"Parker, Gilbert"
1108,1712,1778,"Rousseau, Jean-Jacques"
1109,1872,1950,"Howes, Ethel Puffer"
1110,1861,1945,"Sutphen, Van Tassel"
1111,1782,1846,"Tegnér, Esaias"
1112,1804,1881,"Disraeli, Benjamin, Earl of Beaconsfield"
1113,1867,1941,"Marshall, H. E. (Henrietta Elizabeth)"
1114,1779,1849,"Smith, Horace"
1115,1775,1839,"Smith, James"
1116,1854,1923,"Krehbiel, Henry Edward"
1117,1797,1875,"Lyell, Charles, Sir"
1118,1805,1877,"Abbott, John S. C. (John Stevens Cabot)"
1119,1859,1922,"Curtis, Georgina Pell"
1120,,,"Marshall, Logan"
1121,,1860,"James, G. P. R. (George Payne Rainsford)"
1122,,,"Thorne, Mabel"
1123,,,"Thorne, Paul"
1124,1830,1876,"Kingsley, Henry"
1125,1753,1821,"Inchbald, Mrs."
1126,1861,1914,"Hadden, J. Cuthbert (James Cuthbert)"
1127,1819,1899,"Southworth, Emma Dorothy Eliza Nevitte"
1128,,65,"Seneca, Lucius Annaeus"
1129,1794,1865,"Gronow, R. H. (Rees Howell)"
1130,,,"Fisher, Joseph, F.R.H.S."
1131,1862,1903,"Merriman, Henry Seton"
1132,1867,1947,"Patterson, J. H. (John Henry)"
1133,1871,1933,"Gilbert, Clinton W. (Clinton Wallace)"
1134,1856,1920,"Simpson, E. Blantyre (Evelyn Blantyre)"
1135,1854,1909,"Crawford, F. Marion (Francis Marion)"
1136,1855,1913,"Becke, Louis"
1137,1856,1940,"Parker, K. Langloh (Katie Langloh)"
1138,,,"Lawton, Frederick"
1139,1855,1924,"Corelli, Marie"
1140,1861,1932,"Turner, Frederick Jackson"
1141,1856,1928,"Hamilton, Frederic, Lord"
1142,1863,1930,"Locke, William John"
1143,1813,1883,"Wagner, Richard"
1144,1743,1818,"Wyss, Johann David"
1145,1553,1615,"Marguerite, Queen, consort of Henry IV, King of France"
1146,1613,1679,"Retz, Jean François Paul de Gondi de"
1147,1641,1707,"Montespan, Françoise-Athénaïs de Rochechouart de Mortemart, marquise de"
1148,1652,1722,"Orléans, Charlotte-Elisabeth, duchesse d'"
1149,1675,1755,"Saint-Simon, Louis de Rouvroy, duc de"
1150,1749,1792,"Lamballe, Marie Thérèse Louise de Savoie-Carignan, princesse de"
1151,,,"Du Hausset, Mme."
1152,1752,1822,"Campan, Mme. (Jeanne-Louise-Henriette)"
1153,,1846,"Goldsmith, Lewis"
1154,1848,1918,"Ohnet, Georges"
1155,1832,1895,"Droz, Gustave"
1156,1840,1913,"Claretie, Jules"
1157,1831,1911,"Massa, Philippe, marquis de"
1158,1833,1907,"Theuriet, André"
1159,1810,1857,"Musset, Alfred de"
1160,1821,1890,"Feuillet, Octave"
1161,1797,1863,"Vigny, Alfred de"
1162,1834,1908,"Halévy, Ludovic"
1163,1842,1908,"Coppée, François"
1164,1852,1935,"Bourget, Paul"
1165,1840,1907,"Bentzon, Th."
1166,1853,1932,"Bazin, René"
1167,1804,1850,"Bernard, Charles de"
1168,1830,1907,"Malot, Hector"
1169,1806,1854,"Souvestre, Émile"
1170,1840,1909,"Carey, Rosa Nouchette"
1171,1775,1864,"Landor, Walter Savage"
1172,1823,1896,"Patmore, Coventry"
1173,1888,1953,"O'Neill, Eugene"
1174,,,"Ozaki, Yei Theodora"
1175,1863,1939,"Wallace, Dillon"
1176,1787,1860,"Follen, Eliza Lee Cabot"
1177,1500,1571,"Cellini, Benvenuto"
1178,1831,1901,"Donnelly, Ignatius"
1179,1852,1933,"Moore, George Augustus"
1180,1756,1791,"Mozart, Wolfgang Amadeus"
1181,1869,1951,"Blackwood, Algernon"
1182,1789,1880,"Montgolfier, Adélaïde de"
1183,1878,1958,"Bruce, Mary Grant"
1184,1851,1935,"Praed, Campbell, Mrs."
1185,1755,1827,"Johnson, Richard"
1186,,,"Clacy, Charles, Mrs."
1187,1824,1909,"Aikman, William"
1188,1812,1878,"Creasy, Edward Shepherd, Sir"
1189,1771,1845,"Smith, Sydney"
1190,1835,1909,"Newcomb, Simon"
1191,1840,1889,"Thomas, J. J. (John Jacob)"
1192,1877,1949,"Beach, Rex"
1193,1861,1947,"Cheyney, Edward Potts"
1194,1850,1928,"Weston, Jessie L. (Jessie Laidlay)"
1195,1831,1884,"Calverley, Charles Stuart"
1196,1844,1901,"Thompson, Maurice"
1197,1866,1930,"Hill, Frederick Trevor"
1198,1925,,"Sangharakshita, Bhikshu"
1199,1845,1908,"Ames, Azel"
1200,1876,1938,"Young, Filson"
1201,1856,1944,"Norton, William Harmon"
1202,1864,1921,"Lane, Franklin K."
1203,1835,1909,"Evans, Augusta J. (Augusta Jane)"
1204,1868,1941,"White, Trumbull"
1205,1822,1888,"Arnold, Matthew"
1206,1867,1955,"Colby, Charles W. (Charles William)"
1207,1844,1926,"Cambridge, Ada"
1208,,1909,"Muskett, Philip E."
1209,1825,1910,"Spence, Catherine Helen"
1210,1868,1939,"Scott, Ernest, Sir"
1211,1849,1923,"Nordau, Max Simon"
1212,1839,1900,"Eden, Charles H. (Charles Henry)"
1213,1766,1834,"Malthus, T. R. (Thomas Robert)"
1214,,,"Morris, Joseph E. (Joseph Ernest)"
1215,1749,1806,"Fox, Charles James"
1216,1560,1621,"Harriot, Thomas"
1217,1825,1910,"Thomas, Cyrus"
1218,1876,,"Haley, Bart"
1219,1855,1921,"Saltus, Edgar"
1220,1880,1937,"Pearson, Edmund Lester"
1221,1626,1697,"Aubrey, John"
1222,,,"Bogue, Benjamin Nathaniel"
1223,1846,1916,"Mabie, Hamilton Wright"
1224,1870,1956,"Hubbard, Mina"
1225,1792,1866,"Keble, John"
1226,1862,1924,"Lindlahr, Henry"
1227,1847,1933,"Besant, Annie"
1228,1724,1804,"Kant, Immanuel"
1229,1842,1921,"Habberton, John"
1230,1868,1934,"Ray, T. B. (T. Bronson)"
1231,1875,1928,"Mackay, Isabel Ecclestone"
1232,1853,1915,"Haddock, Frank C. (Frank Channing)"
1233,1834,1900,Imbert de Saint-Amand
1234,,,"Centennius, Ralph"
1235,1848,1912,"Otis, James"
1236,1852,1934,"Hartmann, George"
1237,1851,1940,"Tilden, J. H. (John Henry)"
1238,1859,1936,"Wright, Thomas"
1239,1853,1935,"Dellenbaugh, Frederick Samuel"
1240,,,"Clontz, J. (Jerry)"
1241,1711,1776,"Hume, David"
1242,1864,1945,"Asquith, Margot"
1243,1864,,"Hoenshel, Elmer U. (Elmer Ulysses)"
1244,1877,1920,"Rees, Byron J. (Byron Johnson)"
1245,1853,1942,"McMurry, Lida B. (Lida Brown)"
1246,1884,1966,"Duhamel, Georges"
1247,1872,1941,"Muir, Ramsay"
1248,1795,1869,"Sturt, Charles"
1249,1873,1941,"Ridge, Lola"
1250,1853,1908,"Stone, J. M. (Jean Mary)"
1251,1853,1940,"Call, Annie Payson"
1252,1848,1899,"Allen, Grant"
1253,1842,1921,"Kropotkin, Petr Alekseevich, kniaz"
1254,1942,,"Solomon, Steve"
1255,,,"Moser, Isabel A."
1256,1799,1837,"Pushkin, Aleksandr Sergeevich"
